"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","LeadSource","Name","NextStep","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type"
48f13f49-0859-423f-9e56-2e2f88244313,"#N/A",72395.0,2023-10-03,"#N/A","#N/A",Omitted,"#N/A",Jazzy - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A"
491c4c51-f019-48c1-a3e8-577e8d2560dd,"#N/A",75000.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Rhycero - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
491da6c7-9d3d-44b3-8e70-74b68a62fb31,"#N/A",32395.00000002,2024-04-15,"#N/A","#N/A",Closed,"#N/A",Voomm - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
4928857d-bf9e-4751-b501-e354cb3f005d,"#N/A",100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Voomm - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
49759933-846a-4085-858a-06f746d41d1b,f2b0e8aa-f8a1-4619-a1dc-35bfdc124e30,32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Zoomlounge - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
498d6cc0-2822-4291-a644-612aedcc2f99,"#N/A",11550.0,2024-03-01,"#N/A","#N/A",Pipeline,"#N/A",Tagopia - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
4997742b-3037-45f8-a910-c7ebcf03bfd2,"#N/A",72395.0,2023-10-03,"#N/A","#N/A",Omitted,"#N/A",Shuffletag - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A"
49adc6dc-1011-4b9f-8cf9-a4a3b85b9f22,"#N/A",32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Voolia - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
49dd8218-0824-42d5-9fc3-46e2c4f34a9d,"#N/A",29995.0,2023-12-04,"#N/A","#N/A",Closed,"#N/A",Thoughtmix - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
4a210a43-8d2f-4c6d-bd10-a91dab4d7d54,"#N/A",18050.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Topdrive - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
4a214236-11db-4e73-b5b8-9ff5583ebd0a,"#N/A",72395.0,2023-04-17,"#N/A","#N/A",Closed,"#N/A",Meembee -Complete Starter Package,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
4a492885-e8a7-4a2e-8e4f-ddb4585d1da9,"#N/A",11250.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Plambee - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
4a69048f-7d17-4475-9f37-27f0f75cbefb,"#N/A",75000.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Devcast - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
4a77364f-0892-43ee-b6d3-513f0e33dbac,"#N/A",34995.0,2024-02-10,"#N/A","#N/A",Pipeline,"#N/A",Zazio - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
4acee191-98b7-49d6-b26f-e5c9e6f5a25e,"#N/A",75000.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Photolist - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
4ad546ab-1c25-4aa8-a708-3631563951b0,"#N/A",43695.0,2024-05-02,"#N/A","#N/A",Pipeline,"#N/A",Blognation - SOW 2,"#N/A",90.0,false,false,"#N/A",false,"#N/A",false,Negotiation/Review,"#N/A"
4ad647ea-78d3-45ca-8308-63a5eedb83a5,"#N/A",75000.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Plambee - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
4b041198-5326-4da4-a32a-4fa80701b557,e78020ba-c230-4966-9e77-be7a98e0dcdd,18350.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Dazzlesphere - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
4b4823e9-a466-4a89-b248-c6c16344ad9c,3c53dbdc-6b6c-480c-8b3b-67b9e3ae6e58,29995.0,2023-12-04,"#N/A","#N/A",Closed,"#N/A",Pixonyx - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
4b579aa8-6392-415f-ab92-ca7511a57926,"#N/A",32395.00000002,2024-04-02,"#N/A","#N/A",Closed,"#N/A",Meejo - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
4b658389-fa2d-4e7a-9071-6389a3a11f7f,"#N/A",100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Topicblabh-Sto Associates - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
4b6dc14a-f61a-40f2-8bd9-908a1f4a6d65,"#N/A",110785.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",JumpXS - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
4b6ebbc0-a2cb-4f30-befd-b3d7837779f3,"#N/A",18350.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Zoonoodle - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
4b9bd2fb-6c0e-423b-ae96-15fc42d95a1d,7c9eefd6-2ed7-42d8-b438-8e316093562f,43495.0,2024-04-17,"#N/A","#N/A",Pipeline,"#N/A",Yamia - SOW 3,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A"
4bbf42c0-ed28-480c-b117-1ba65ae3c30f,"#N/A",32395.00000002,2024-04-15,"#N/A","#N/A",Closed,"#N/A",Wordtune - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
4bd326c3-3598-4678-90aa-6de1e7f1766b,"#N/A",75000.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Kwideo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
4bdade6f-042a-4d43-a1d7-bb6e15d39efe,"#N/A",11250.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Browsecat - Cross-sell-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
4be56946-ec9b-4d21-a61c-f2ef2d8510fd,"#N/A",100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Buzzbean - Upsell,"#N/A",20.0,false,false,"#N/A",false,"#N/A",false,Needs Analysis,"#N/A"
4c51db57-9a89-4a32-a0eb-61fc6bbf3811,be032b98-a2ef-4adb-a152-23f28fbe87e0,75000.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Fanoodle - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
4c571d59-9a55-4763-ae0b-de4e7db0579f,"#N/A",32395.00000002,2024-04-15,"#N/A","#N/A",Closed,"#N/A",Photofeed - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
4c64e692-07f7-4b4d-aa6c-2622e6e95b07,"#N/A",18050.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Topicblabh-Sto Associates - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
4c7631a0-8168-45a7-bb6b-72a690f4b311,"#N/A",29995.0,2023-10-06,"#N/A","#N/A",Closed,"#N/A",Vitz - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
4ca2f819-8474-4813-9046-0b9ef8540f6f,"#N/A",32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Quinu - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
4cc9585b-34be-4813-b24c-b0f1769ebb5a,0bd2e3f8-3ad1-4df2-9352-55b470d35679,32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Browsedrive - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
4ccc87e4-42d7-4b0a-a730-4653bd8dff5c,"#N/A",34995.0,2024-04-25,"#N/A","#N/A",Pipeline,"#N/A",Topdrive - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A"
4cd945d8-cf0d-4454-9446-4e64ad91ed50,"#N/A",57490.0,2024-01-28,"#N/A","#N/A",Pipeline,"#N/A",Shufflester - Additional Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
4cf90362-518e-497c-ba87-3c3f67c8ac8b,53a092ee-99a1-4974-8f7d-f128b35dc903,73995.0,2024-04-23,"#N/A","#N/A",Pipeline,"#N/A",Lazzy - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A"
4d150dd9-d0fd-4665-ba9b-6ff12dd2c65d,bfced549-a21e-4014-a983-69b9451da88b,72395.0,2023-10-03,"#N/A","#N/A",Omitted,"#N/A",Dynabox - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A"
4d18c819-655e-44a4-8d32-1d187f973467,1b352896-047b-4f2c-a958-ceb953c233be,72395.0,2023-10-03,"#N/A","#N/A",Omitted,"#N/A",Photofeed - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A"
4d2c5ae5-905f-4908-9efe-cf090a04988f,0dd04b66-68e5-42ae-817c-f0e9d1eb1035,31495.0,2024-03-07,"#N/A","#N/A",Pipeline,"#N/A",Bluezoom - Additional Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
4d38b77e-5623-43f7-a488-1216cfeb68e0,"#N/A",43495.0,2024-03-18,"#N/A","#N/A",Pipeline,"#N/A",Shufflester - SOW 1,"#N/A",90.0,false,false,"#N/A",false,"#N/A",false,Negotiation/Review,"#N/A"
4d429154-70b9-4198-94e6-ce57085fb79d,"#N/A",3200.0,2024-04-12,"#N/A","#N/A",Pipeline,"#N/A",Feedbug - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A"
4d5e5898-7c4e-4a92-9843-f9b494554b3e,"#N/A",108710.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Bluezoom - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
4d952b85-7784-4e1c-8232-c78f254f067f,"#N/A",34995.0,2024-02-03,"#N/A","#N/A",Pipeline,"#N/A",Tagtune - Additional Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
4e10d649-aece-4c8d-9fc3-e05fc796fec5,"#N/A",75000.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Viva - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
4e18e8a4-2423-4254-b13e-7426c6992c97,808f2444-fc45-41ae-8eb6-32f0ff91c275,32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Skaboo - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
4e26e6a6-27fd-4f31-a6c2-53175e61b989,679e4cbf-a3c2-496f-8145-093c3b93d765,100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Shuffletag - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
4e2c5550-19cf-4a61-91ca-28bf7fb30529,5a6a5d13-cbfd-4d25-a441-bc737c0e0060,100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Topdrive - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
4e3da7a2-b449-44a4-8693-5be0361ff013,"#N/A",72395.0,2023-10-03,"#N/A","#N/A",Omitted,"#N/A",Oodoo - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A"
4e52068a-b60d-47d1-883a-0d4b6448d857,"#N/A",32395.00000002,2024-01-01,"#N/A","#N/A",Closed,"#N/A",Jaxworks - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
4e676c95-5607-44e0-87f9-f3168232ae16,"#N/A",11250.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Kanoodle - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
4e7355b2-7095-465b-b29b-dc7d0f8e21d3,"#N/A",31495.0,2024-02-03,"#N/A","#N/A",Pipeline,"#N/A",Tazz - Additional Sale,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
4e89a487-07b7-4c62-afba-9ef2d5863c4c,"#N/A",32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Buzzbean - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
4ebddc0e-0c21-4fbf-91ba-c87827797d72,"#N/A",73995.0,2024-04-23,"#N/A","#N/A",Pipeline,"#N/A",Oyoba - Initial Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A"
4eeafe8f-8041-42e0-9082-45a90d405797,9333181a-1ade-41d1-99df-5746a40c6297,100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Fatz - New Business,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
4eff6c9b-7eb5-4ba5-984a-c7d6b18327b8,"#N/A",43497.0,2024-04-17,"#N/A","#N/A",Pipeline,"#N/A",Yamia - SOW 2,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A"
4f11027f-1bea-4826-9bac-21f7684897a6,7d7c51a4-4b22-47b3-8fcc-4d5463c44796,72395.0,2024-04-23,"#N/A","#N/A",Pipeline,"#N/A",Zoovu - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A"
4f2eaabe-7281-48cf-8c84-1dbe112549ee,"#N/A",72395.0,2024-04-23,"#N/A","#N/A",Pipeline,"#N/A",Voolia - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A"
4faeb72a-cb06-49e2-9ecd-1d3b098420ea,d41a39f8-2c8f-4cf5-8358-6499eaa36f00,72395.0,2023-10-03,"#N/A","#N/A",Omitted,"#N/A",Talane - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A"
4fba1816-642d-45fb-bfb6-776058f39b9b,"#N/A",32395.00000002,2024-04-15,"#N/A","#N/A",Closed,"#N/A",Fliptune - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
4fc0901d-f60d-434f-ad77-7443717cf68f,"#N/A",100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Jabbersphere - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
4fdbe339-cc8a-40bc-8527-02669989083a,721c7a7c-6507-4373-beac-90c060212aa9,29995.0,2023-08-19,"#N/A","#N/A",Closed,"#N/A",Browseblabc-Morales Corp. - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
4fdeff29-28fd-4ea7-a315-8a02d8558619,"#N/A",32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Livefish - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
4feb890c-e5e9-4479-88a8-1ac8c209f8ba,"#N/A",18350.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Shufflester - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
4fee9cba-89d0-4fee-82a3-c8cd4308f2de,"#N/A",11550.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Trudoo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
4ff52b95-0572-4c64-917a-6801872973f7,"#N/A",11550.0,2024-03-01,"#N/A","#N/A",Pipeline,"#N/A",Kayveo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
5015ec47-1b11-47d8-87c1-669d28c39743,"#N/A",72395.0,2023-10-03,"#N/A","#N/A",Omitted,"#N/A",Yodel - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A"
50473b1a-22ee-4d48-8a81-a95cfa23647e,"#N/A",34350.0,2024-03-17,"#N/A","#N/A",Pipeline,"#N/A",Yodel - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
506e2be6-75ec-4b88-9a1c-42530d810366,"#N/A",32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Topicware - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
506eb8d2-a7c5-4b5b-acf7-94fb222fc010,4dc9bab1-0d2e-4d60-a87f-9b9408610561,72395.0,2023-10-03,"#N/A","#N/A",Omitted,"#N/A",Omba - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A"
5072bb31-ea7b-44a8-bd0c-71f1c957ee9d,"#N/A",34350.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Topicstorm - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
507e857c-06a9-4f31-9add-d3f1ed33f48f,"#N/A",75000.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Mycat - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
508e85eb-0ce1-41d1-8a0b-b19cfe47a768,"#N/A",72395.0,2023-10-03,"#N/A","#N/A",Omitted,"#N/A",Vipe - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A"
50a0c602-792a-4db6-97d9-ab2d82879578,"#N/A",100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Layo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
50beea27-ee4e-4b69-9753-0ddbb4a730fa,"#N/A",100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Blognation - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
510db23e-c8e0-4e2a-8a81-1ae6145c1b56,d4ba47f2-10a1-46e2-8f54-d97fd5fc0e1b,18350.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Topicshots - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
5114c574-9871-47ce-8873-8270db8fc312,"#N/A",32395.00000002,2024-04-15,"#N/A","#N/A",Closed,"#N/A",Mycat - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
511d5fde-76d5-4fc7-9270-68004ab760ae,84974be0-d28e-4c7b-a17c-354ddaa1ae5b,26050.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Wordtune - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
51331eb8-6e2d-4eb2-b397-a90fe915633a,"#N/A",32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Voonix - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
515bcfa2-70e3-4d38-bd32-e7d065d1cbee,5908d8b3-f888-4de5-b230-f6439f528fa4,100082.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Zoomcast - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
521d3da2-7479-4809-b5b7-0c13085c4f77,"#N/A",18050.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Tagtune - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
521d74cf-d254-4580-92e0-2c2e509d44a1,"#N/A",34995.0,2024-02-25,"#N/A","#N/A",Pipeline,"#N/A",Voonix - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
5224004f-d694-4edc-9ba2-2507a7b1490b,"#N/A",18050.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Gabtype - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
52299fae-4226-459f-951d-71e64cc096ab,"#N/A",32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Fiveclub - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
5235ab23-e622-4ddc-a346-dff4eb394984,"#N/A",72395.0,2024-04-17,"#N/A","#N/A",Pipeline,"#N/A",Oloo - SOW 1,"#N/A",20.0,false,false,"#N/A",false,"#N/A",false,Needs Analysis,"#N/A"
524bf0ce-c39f-43d0-963b-2836dcc2398e,96a0aa19-fea9-4aa1-a3f2-ac32b83d8c7b,75000.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Plambee - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
52bfe014-b7c0-4f15-a8b2-bbb2a56a6bd7,"#N/A",113583.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Zazio - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
52ee94ab-d2d1-4b58-94f0-706e84bd099c,"#N/A",29995.0,2023-12-04,"#N/A","#N/A",Closed,"#N/A",Roomm - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
52f9e92c-cea4-4f6e-ab59-993ca57cd521,"#N/A",75000.0,2024-06-21,"#N/A","#N/A",Pipeline,"#N/A",Babbleopia - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A"
530a3eb1-3a3e-4de5-99b1-a33eb8b97db9,"#N/A",34995.0,2024-02-19,"#N/A","#N/A",Pipeline,"#N/A",Skinte - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A"
5315b474-755d-46c1-8684-84b464496de5,"#N/A",18050.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Digitube - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
5328b3d5-5339-462d-a27b-47e879c06276,0b1732a3-f67b-441a-923d-dc0c802ce7f7,72395.0,2022-05-20,"#N/A","#N/A",Closed,"#N/A",Yozio - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
5352227c-c072-494d-8ca5-b5ef8f58078c,"#N/A",18050.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Fliptune - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
53555982-b86a-42fc-8d7d-88fc8ab9074b,e1c6c174-8119-42a8-9920-c6d51afc96c8,72395.0,2024-04-17,"#N/A","#N/A",Pipeline,"#N/A",Oloo - SOW 1,"#N/A",20.0,false,false,"#N/A",false,"#N/A",false,Needs Analysis,"#N/A"
537e26b0-eedb-4196-95b4-d8b41ccb3185,"#N/A",18050.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Kwimbee - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
53a0c886-04b3-434c-9a71-c3a5181f39f3,"#N/A",32395.00000002,2024-02-16,"#N/A","#N/A",Closed,"#N/A",Zoomlounge - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A"
53a8ec1c-e8cf-4802-a1a3-48b25ba85c28,"#N/A",34995.0,2024-04-05,"#N/A","#N/A",Pipeline,"#N/A",Eadel - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A"
53cd25a5-a2d7-4e13-a246-f6f46b863fb7,a13859df-d35d-4932-b8a3-13034b5262b5,37575.0,2024-04-11,"#N/A","#N/A",Pipeline,"#N/A",Camimbo - Upsell,"#N/A",20.0,false,false,"#N/A",false,"#N/A",false,Needs Analysis,"#N/A"
53dd1187-0721-4fb5-be6f-fb51f64ff877,"#N/A",72395.0,2023-10-03,"#N/A","#N/A",Omitted,"#N/A",Browsecat - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A"
53e6f01d-8fe5-4681-a8b8-b5f07bdfc05d,"#N/A",72395.0,2023-08-02,"#N/A","#N/A",Pipeline,"#N/A",Meembee -Complete Starter Package,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A"
53ed1915-0215-471a-98a8-b4538c5026f5,"#N/A",18050.0,2024-05-01,"#N/A","#N/A",Pipeline,"#N/A",Twinder - Cross-sell-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A"
54086bb2-1c8e-4739-b5f3-daeab4a8941f,"#N/A",72395.0,2023-10-03,"#N/A","#N/A",Omitted,"#N/A",Skinte - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A"
541769c4-cfcb-40cb-a1d3-7616ae6f66d4,"#N/A",40000.0,2021-10-06,"#N/A",The deal is at 60% because they are still at the sales process stage of getting buy-in from the key decision makers.,Pipeline,Partner,Global Media - 400 Widgets,"#N/A",60.0,false,false,"#N/A",false,"#N/A",false,Id. Decision Makers,New Business
543104a4-c4ce-4f1e-a01d-a9990de6529c,"#N/A",34995.0,2024-04-12,"#N/A","#N/A",Pipeline,"#N/A",Kamba - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A"
5433f0fd-0f64-47d2-b88f-52aa76d92b88,"#N/A",34995.0,2024-02-19,"#N/A","#N/A",Pipeline,"#N/A",Jaxworks - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A"
