"Guid","AccountNumber","AccountSource","AnnualRevenue","BillingCity","BillingCountry","BillingGeocodeAccuracy","BillingLatitude","BillingLongitude","BillingPostalCode","BillingState","BillingStreet","Description","Fax","Industry","Jigsaw","Name","NumberOfEmployees","ParentId","Phone","SBQQ__AssetQuantitiesCombined__c","SBQQ__CoTermedContractsCombined__c","SBQQ__CoTerminationEvent__c","SBQQ__ContractCoTermination__c","SBQQ__DefaultOpportunity__c","SBQQ__IgnoreParentContractedPrices__c","SBQQ__PreserveBundle__c","SBQQ__PriceHoldEnd__c","SBQQ__RenewalModel__c","SBQQ__RenewalPricingMethod__c","SBQQ__TaxExempt__c","ShippingCity","ShippingCountry","ShippingGeocodeAccuracy","ShippingLatitude","ShippingLongitude","ShippingPostalCode","ShippingState","ShippingStreet","SicDesc","Site","Test_Field__c","Type","Website","new_acc_field_pick__c","pick1__c","pickmulti__c","test1__c","test__c"
49653fb5-154c-4d45-a89f-0d519526158a,"#N/A","#N/A",9.0033E10,San Francisco,United States,"#N/A","#N/A","#N/A",94104-1205,CA,420 Montgomery St Frnt,Cryptocurrents is the leader in Financial Services in San Francisco,"#N/A",Financial Services,"#N/A",Trunyx,"#N/A","#N/A",1.866.878.5865,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",420 Montgomery St Frnt,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
4c908501-f9d5-44fe-b362-511600f903f1,"#N/A","#N/A",2.88628E10,Moline,United States,"#N/A","#N/A","#N/A",61265-8098,IL,1 John Deere Pl,Fastforward Software is the leader in Technology in Moline,"#N/A",Technology,"#N/A",Tazz,"#N/A","#N/A",1.309.765.8000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
4dc9bab1-0d2e-4d60-a87f-9b9408610561,"#N/A","#N/A",2.38658603E8,Redcliffe,Australia,"#N/A","#N/A","#N/A",4020,QLD,5/19-21 Shields St,Matt Stecklein Hospital is the leader in Healthcare in Redcliffe,"#N/A",Healthcare,"#N/A",Omba,"#N/A","#N/A",(07) 7859 6584,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Redcliffe,Australia,"#N/A","#N/A","#N/A",4020,QLD,5/19-21 Shields St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
511c2c9e-1f19-49b0-a2d3-317ae710028d,"#N/A","#N/A",3.85068818E8,Cranbourne,Australia,"#N/A","#N/A","#N/A",3977,VIC,40 Toirram Cr,Monarch Playing Card Co. is the leader in Education in Cranbourne,"#N/A",Education,"#N/A",Bubblemix,"#N/A","#N/A",(03) 7305 6379,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Cranbourne,Australia,"#N/A","#N/A","#N/A",3977,VIC,40 Toirram Cr,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
526c482b-6878-434e-93b7-5040bfd74306,"#N/A","#N/A",4.1373E10,Springdale,United States,"#N/A","#N/A","#N/A",72762-6901,AR,2200 W Don Tyson Pkwy,Newslync is the leader in Media in Springdale,"#N/A",Media,"#N/A",Meevee,"#N/A","#N/A",1.479.290.4000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Springdale,US,"#N/A","#N/A","#N/A",72765-2020,AR,P.O. BOX 2020,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
5352d30f-c1da-4e4f-afa7-513cac1b302e,"#N/A","#N/A",7.3785E10,Minneapolis,United States,"#N/A","#N/A","#N/A",55403-2542,MN,1000 Nicollet Mall,"Equality Consulting, LLC is the leader in Services in Minneapolis","#N/A",Services,"#N/A",Shufflester,"#N/A","#N/A",1.612.304.6073,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",P.O. BOX 81226,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
537bde62-736a-4d7f-88a7-ce5275dc8754,"#N/A","#N/A",6.8846673E7,Como,Australia,"#N/A","#N/A","#N/A",2226,NSW,67 Como Pde,Megadodo Publications is the leader in Consulting in Como,"#N/A",Consulting,"#N/A",Jaxspan,"#N/A","#N/A",(02) 6849 6177,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Como,Australia,"#N/A","#N/A","#N/A",2226,NSW,67 Como Pde,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
53a092ee-99a1-4974-8f7d-f128b35dc903,"#N/A","#N/A",9.37328603E8,Kuraby,Australia,"#N/A","#N/A","#N/A",4112,QLD,28 Besline St,Leeding Engines Ltd. is the leader in Manufacturing in Kuraby,"#N/A",Manufacturing,"#N/A",Lazzy,"#N/A","#N/A",(07) 6674 6703,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Kuraby,Australia,"#N/A","#N/A","#N/A",4112,QLD,28 Besline St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
55399ccd-1e57-4d97-9b26-29b559467e57,"#N/A","#N/A",9.05588171E8,Bavaria,Germany,"#N/A","#N/A","#N/A","#N/A",Munich,300 Chestnut Ridge Road,SS North is the leader in Healthcare in Bavaria,"#N/A",Healthcare,"#N/A",Dabfeed,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
5844e2a6-04fd-463a-bee7-b81405e6d386,"#N/A","#N/A",2.3697E10,New York,United States,"#N/A","#N/A","#N/A",10023-5860,NY,60 Columbus Cir FL 17,Thrift Bank is the leader in Finance in New York,"#N/A",Finance,"#N/A",Jaxworks,"#N/A","#N/A",1.212.364.8200,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",6/10 Mount St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
5908d8b3-f888-4de5-b230-f6439f528fa4,"#N/A","#N/A",1.01752E11,Saint Louis,United States,"#N/A","#N/A","#N/A",63121-1824,MO,1 Express Way,Rhapsodic AG is the leader in Retail in Saint Louis,"#N/A",Retail,"#N/A",Zoomcast,"#N/A","#N/A",1.314.996.0900,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
5a6a5d13-cbfd-4d25-a441-bc737c0e0060,"#N/A","#N/A",7.2258E10,Findlay,United States,"#N/A","#N/A","#N/A",45840-3229,OH,539 S Main St,Claton Gardner Hospital is the leader in Healthcare in Findlay,"#N/A",Healthcare,"#N/A",Topdrive,"#N/A","#N/A",1.419.422.2121,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
5a6db95f-00b2-4dcf-b37d-79c06c8b14d1,"#N/A","#N/A",3308479.0,Sioux City,United States,"#N/A","#N/A","#N/A",51105,OH,574 Duke Circle,"#N/A","#N/A",Financial Services,"#N/A",Blogspan,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
5b7a31f9-3273-45e4-9ac2-d11cbfce5133,"#N/A","#N/A",5.6771552999E10,Boise,United States,"#N/A","#N/A","#N/A",83706-3999,ID,250 E Parkcenter Blvd,Spruik Communications is the leader in Communications in Boise,"#N/A",Communications,"#N/A",Skyvu,"#N/A","#N/A",1.208.395.6200,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
5c16306b-ee7e-47e5-8747-81967fd38c64,"#N/A","#N/A",2.55815146E8,Annerley,Australia,"#N/A","#N/A","#N/A",4103,QLD,10 Wingfield St,Chez Quis is the leader in Retail in Annerley,"#N/A",Retail,"#N/A",Rhycero,"#N/A","#N/A",(07) 6433 7486,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Annerley,Australia,"#N/A","#N/A","#N/A",4103,QLD,10 Wingfield St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
5d76bae3-80a1-4186-9251-de614b4a2b1d,"#N/A","#N/A",1222212.0,Indianapolis,United States,"#N/A","#N/A","#N/A",46202,IN,71 Miller Hill,"#N/A","#N/A",Utilities,"#N/A",Jabbertype,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
5eb47423-6885-4372-8518-6da514b5c6ba,"#N/A","#N/A",1.78663741E8,Canley Vale,Australia,"#N/A","#N/A","#N/A",2166,NSW,66 Beckenham St,Mr. Sparkle is the leader in Consulting in Canley Vale,"#N/A",Consulting,"#N/A",Trudoo,"#N/A","#N/A",(02) 6548 7709,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Canley Vale,Australia,"#N/A","#N/A","#N/A",2166,NSW,66 Beckenham St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
608a2818-8f9a-403a-999c-69cf93e59142,"#N/A","#N/A",1.5240896511E10,Columbus,United States,"#N/A","#N/A","#N/A",43215-2226,OH,1 Nationwide Plz,Polimarc Inc. is the leader in Media in Columbus,"#N/A",Media,"#N/A",Zoonoodle,"#N/A","#N/A",1.614.249.7111,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Columbus,US,"#N/A","#N/A","#N/A",43218-2171,OH,P.O. BOX 182171,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
61854c14-7a47-4b13-aadf-6cfcfc93a62d,"#N/A","#N/A",5.2465E10,Burbank,United States,"#N/A","#N/A","#N/A",91521-0007,CA,500 S Buena Vista St,Larsco College is the leader in Higher Education in Burbank,"#N/A",Higher Education,"#N/A",Voolith,"#N/A","#N/A",1.818.560.1000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
625de6e5-12f2-47ff-ac13-3aa04fa579d6,"#N/A","#N/A",6.26746894E8,Chatswood,Australia,"#N/A","#N/A","#N/A",2057,NSW,6/14-16 Freeman Rd,Omni Consimer Products is the leader in Government in Chatswood,"#N/A",Government,"#N/A",Mynte,"#N/A","#N/A",(02) 6453 6240,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Chatswood,Australia,"#N/A","#N/A","#N/A",2057,NSW,6/14-16 Freeman Rd,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
63367632-c2ea-4458-8c04-e7f01fec7452,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",company,"#N/A","#N/A",1234567,false,false,"#N/A","#N/A","#N/A",false,true,"#N/A",Contract Based,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
64e3c4ac-18bb-4e14-a130-fc6e7728213c,"#N/A","#N/A",1.78663741E8,Canary Wharf,United Kingdom,"#N/A","#N/A","#N/A",E14 5AJ,London,1 Canada Square,St. Francis Hospital is the leader in Healthcare in Canary Wharf,"#N/A",Healthcare,"#N/A",Meembee,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
652e075a-7c03-47ea-9317-402d59209e44,"#N/A","#N/A",2.3152E10,Houston,United States,"#N/A","#N/A","#N/A",77002-4101,TX,333 Clay St Ste 1600,Wentworth Industries is the leader in Engineering in Houston,"#N/A",Engineering,"#N/A",Myworks,"#N/A","#N/A",1.713.646.4100,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
6535c813-0337-4283-bf83-a393eb8409a6,"#N/A","#N/A",4.12752795E8,Avoca Beach,Australia,"#N/A","#N/A","#N/A",2251,NSW,18 Hillside Rd,CL North is the leader in Healthcare in Avoca Beach,"#N/A",Healthcare,"#N/A",Photolist,"#N/A","#N/A",(02) 7233 8627,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Avoca Beach,Australia,"#N/A","#N/A","#N/A",2251,NSW,18 Hillside Rd,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
6556636d-224a-4ac4-a076-29ab763bbff2,"#N/A","#N/A",2.7079E10,Cincinnati,United States,"#N/A","#N/A","#N/A",45202-2424,OH,7 W 7th St,Capitol Museum of Art is the leader in Non Profit in Cincinnati,"#N/A",Non Profit,"#N/A",Quinu,"#N/A","#N/A",1.513.579.7000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",701 W Georgia St,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
6586f94b-fa2e-4888-884b-c4d3db55406f,"#N/A","#N/A",6.52105621E8,Bavaria,Germany,"#N/A","#N/A","#N/A","#N/A",Essen,45131 Brüsseler Platz,Tessier-Ashpool is the leader in Government in Bavaria,"#N/A",Government,"#N/A",Eidel,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
65c6b784-643c-4194-a9f5-046bb1063d2b,"#N/A","#N/A",1.01006E11,New York,United States,"#N/A","#N/A","#N/A",10017-2014,NY,270 Park Ave,Human Rights Defense Fund is the leader in Non Profit in New York,"#N/A",Non Profit,"#N/A",Jetpulse,"#N/A","#N/A",1.212.270.6000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
66655744-3682-4f01-b6f2-1860e3117ad8,"#N/A","#N/A",4.528576E8,North Sydney,Australia,"#N/A","#N/A","#N/A",2060,NSW,54 McLaren Street,Demo Company is the leader in Consulting in North Sydney,"#N/A",Consulting,"#N/A",Topiclounge,"#N/A","#N/A",(02) 8592 7342,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,North Sydney,Australia,"#N/A","#N/A","#N/A",2060,NSW,54 McLaren Street,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
67316c39-a6ba-4241-95ab-8fbc37c1afb7,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",acc 32,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
679e4cbf-a3c2-496f-8145-093c3b93d765,"#N/A","#N/A",1.90884E11,San Francisco,United States,"#N/A","#N/A","#N/A",94104-5284,CA,1 Post St FL 18,Save the Wild is the leader in Non Profit in San Francisco,"#N/A",Non Profit,"#N/A",Shuffletag,"#N/A","#N/A",1.415.983.8300,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3003 E 3rd Ave #201,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
67c518b8-1e41-4db7-abd0-0e7b68b393d8,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",CompanyX,879,"#N/A",353465768,false,false,"#N/A","#N/A","#N/A",false,true,"#N/A",Contract Based,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
6820c593-070c-448f-bb91-96dc009bdac0,"#N/A","#N/A",4.77757321E8,Sydney,Australia,"#N/A","#N/A","#N/A",2000,NSW,200 George Street,Corellian Engineering Corporation is the leader in Machinery in Sydney,"#N/A",Machinery,"#N/A",Zoombox,"#N/A","#N/A",(02) 8858 6163,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Sydney,Australia,"#N/A","#N/A","#N/A",2000,NSW,200 George Street,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
69743923-a5de-4b2c-9b04-3bb2617284c3,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",company,"#N/A","#N/A",1234567,false,false,"#N/A","#N/A","#N/A",false,true,"#N/A",Contract Based,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
6d76a54a-daa4-42bc-ae23-31d7f8a9a93a,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",acc dely22222,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
6dde0d65-5526-4ac0-9f79-3ab959230fa4,"#N/A","#N/A",7.451E10,Philadelphia,United States,"#N/A","#N/A","#N/A",19103-2838,PA,1701 JFK Blvd,Initech is the leader in Technology in Philadelphia,"#N/A",Technology,"#N/A",Topicstorm,"#N/A","#N/A",1.215.286.1700,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
721c7a7c-6507-4373-beac-90c060212aa9,"#N/A","#N/A",8.8275E10,New York,United States,"#N/A","#N/A","#N/A",10022-4699,NY,399 Park Ave,Martic-Morales Corp. is the leader in Manufacturing in New York,"#N/A",Manufacturing,"#N/A",Browseblab,"#N/A","#N/A",1.212.559.1000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",100 North Riverside.,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
73c86d35-b1f1-4a47-86e6-2e8859fdd52e,"#N/A","#N/A",5.1403189E8,Kogarah,Australia,"#N/A","#N/A","#N/A",2217,NSW,2/2 Bowns Rd,Burleigh and Stronginthearm is the leader in Communications in Kogarah,"#N/A",Communications,"#N/A",Eamia,"#N/A","#N/A",(02) 8850 8728,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Kogarah,Australia,"#N/A","#N/A","#N/A",2217,NSW,2/2 Bowns Rd,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
741115f7-cde1-4b78-b12c-b05c2930f236,"#N/A","#N/A",7.76395463E8,Paris,France,"#N/A","#N/A","#N/A","#N/A",Paris,"16, bd des Italiens",SS South is the leader in Healthcare in Paris,"#N/A",Healthcare,"#N/A",Voolia,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
752fa849-daf2-4419-9005-dbfaf27f07cd,"#N/A","#N/A",1.03355E11,Palo Alto,United States,"#N/A","#N/A","#N/A",94304-1126,CA,1501 Page Mill Rd,Kumatsu Motors is the leader in Automotive in Palo Alto,"#N/A",Automotive,"#N/A",Oodoo,"#N/A","#N/A",1.650.857.1501,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Palo Alto,US,"#N/A","#N/A","#N/A",94303-0890,CA,P.O. BOX 10301,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
753ce814-4080-426a-b5f7-e65bc770f2b8,"#N/A","#N/A",2.0845725E7,Cincinnati,United States,"#N/A","#N/A","#N/A",45271,OH,08697 Ryan Junction,"#N/A","#N/A",Construction,"#N/A",Oyonder,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
7b753d85-d05d-418b-aab1-fe8aea56ee08,"#N/A","#N/A",2.8711E10,San Antonio,United States,"#N/A","#N/A","#N/A",78259-1834,TX,19100 Ridgewood Pkwy,General Products is the leader in Consumer Goods in San Antonio,"#N/A",Consumer Goods,"#N/A",Pixoboo,"#N/A","#N/A",1.210.626.6000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Cary,US,"#N/A","#N/A","#N/A",27512-8016,NC,P.O. BOX 8016,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
7bfac999-ad2f-4384-862e-62a37252a3b0,"#N/A","#N/A",7.0074E10,New Brunswick,United States,"#N/A","#N/A","#N/A",08933-0002,NJ,1 Johnson and Johnson Plz,Budgetworks is the leader in Financial Services in New Brunswick,"#N/A",Financial Services,"#N/A",Blognation,"#N/A","#N/A",1.732.524.0400,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Neenah,US,"#N/A","#N/A","#N/A",54957-0767,WI,P.O. BOX 767,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
7c9eefd6-2ed7-42d8-b438-8e316093562f,"#N/A","#N/A",6.3056E10,Purchase,United States,"#N/A","#N/A","#N/A",10577-1444,NY,700 Anderson Hill Rd,General Services Corporation is the leader in Hospitality in Purchase,"#N/A",Hospitality,"#N/A",Yamia,"#N/A","#N/A",1.914.253.2000,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
7d7c51a4-4b22-47b3-8fcc-4d5463c44796,"#N/A","#N/A",9.02787175E8,Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,350 Collins Street,Extensive Enterprise is the leader in Construction in Melbourne,"#N/A",Construction,"#N/A",Zoovu,"#N/A","#N/A",(03) 8967 7597,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,350 Collins Street,"#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
7f66b59f-9abc-49fd-acf9-651d75fd9409,"#N/A","#N/A",2.89485471E8,Ballarat Central,Australia,"#N/A","#N/A","#N/A",3350,VIC,50 Loch Av,Incom Corporation is the leader in Manufacturing in Ballarat Central,"#N/A",Manufacturing,"#N/A",Realbridge,"#N/A","#N/A",(03) 8300 7460,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,Ballarat Central,Australia,"#N/A","#N/A","#N/A",3350,VIC,50 Loch Av,"#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
808f2444-fc45-41ae-8eb6-32f0ff91c275,"#N/A","#N/A",2.55815146E8,Baden-Württemberg,Germany,"#N/A","#N/A","#N/A","#N/A",Stuttgart,70173,St Francis West Side is the leader in Healthcare in Baden-Württemberg,"#N/A",Healthcare,"#N/A",Skaboo,"#N/A","#N/A","#N/A",false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
84974be0-d28e-4c7b-a17c-354ddaa1ae5b,"#N/A","#N/A",2.33715E11,Cupertino,United States,"#N/A","#N/A","#N/A",95014-2083,CA,1 Infinite Loop,Sweetwine Car Service is the leader in Transportation in Cupertino,"#N/A",Transportation,"#N/A",Wordtune,"#N/A","#N/A",1.408.996.1010,false,false,"#N/A",Never,"#N/A",false,true,"#N/A",Contract Based,Same,No,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
